#############################################################################################################
# Bonn-Gatchina 2018 eta photoproduction solutions | DATABASE: www.data.pwatuzla.com
# Reaction: gama p --> eta p
# Published: Tiator, L., Gorchtein, M., Kashevarov, V.L. et al. Eur. Phys. J. A (2018) 54: 210. 
#############################################################################################################
   W             ReE0+                ImE0+              ReE0-               ImE0-               ReM0+               ImM0+               ReM0-               ImM0-               ReE1+               ImE1+               ReE1-              ImE1-                ReM1+               ImM1+               ReM1-               ImM1-               ReE2+               ImE2+               ReE2-              ImE2-                ReM2+               ImM2+               ReM2-               ImM2-                ReE3+              ImE3+               ReE3-               ImE3-               ReM3+               ImM3+               ReM3-               ImM3-               ReE4+               ImE4+              ReE4-                ImE4-                ReM4+               ImM4+              ReM4-               ImM4-               ReE5+               ImE5+               ReE5-               ImE5-               ReM5+               ImM5+               ReM5-               ImM5-               ReE6+               ImE6+               ReE6-               ImE6-               ReM6+               ImM6+               ReM6-               ImM6-               ReE7+               ImE7+               ReE7-               ImE7-               ReM7+               ImM7+               ReM7-               ImM7-                        
  1590.00      0.60646602E+01     -0.10506450E+02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.34643092E+00     -0.30990535E+00      0.00000000E+00      0.00000000E+00     -0.15946220E+01      0.10525093E-01     -0.66748719E+00     -0.83903761E+00     -0.29288928E-01     -0.32105367E-01      0.51037035E+00     -0.57509596E+00      0.10040737E+00      0.80256295E-01      0.23434034E+00     -0.45943532E+00     -0.48885208E-02     -0.79489306E-02     -0.39753859E-01     -0.17845104E-01     -0.24946376E-01     -0.75505976E-02     -0.44179865E-01     -0.32885657E-01     -0.23625175E-03     -0.19630688E-02     -0.40559364E-02     -0.10172695E-02     -0.11453901E-04      0.32844730E-02     -0.18373871E-02     -0.30872244E-02     -0.11575221E-03     -0.41161678E-03      0.70103673E-04      0.63469612E-04      0.54387972E-03      0.10345111E-02      0.83158631E-03     -0.13296003E-02     -0.33088021E-04     -0.68155148E-04      0.11050305E-04     -0.66580602E-05      0.52478668E-03      0.26306974E-03      0.45060009E-03     -0.56209883E-03     -0.70521355E-05     -0.82939804E-05      0.32577555E-05     -0.86438523E-05      0.20056329E-03      0.31293921E-04      0.15519721E-03     -0.19442534E-03
  1595.00      0.61958271E+01     -0.98765748E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.34555685E+00     -0.32334661E+00      0.00000000E+00      0.00000000E+00     -0.16186896E+01     -0.45649771E-02     -0.62475848E+00     -0.87104683E+00     -0.31068410E-01     -0.33215530E-01      0.50393060E+00     -0.55566577E+00      0.10274384E+00      0.87128367E-01      0.23362712E+00     -0.45971492E+00     -0.52665183E-02     -0.83346014E-02     -0.43715386E-01     -0.21709698E-01     -0.26418470E-01     -0.82240031E-02     -0.48039528E-01     -0.36608895E-01     -0.24086984E-03     -0.21182444E-02     -0.44649934E-02     -0.11676596E-02     -0.99836333E-04      0.34648757E-02     -0.21592591E-02     -0.32922236E-02     -0.12509609E-03     -0.45938977E-03      0.75411715E-04      0.66155133E-04      0.53801659E-03      0.11353525E-02      0.86959633E-03     -0.14266331E-02     -0.37267235E-04     -0.79004645E-04      0.11833760E-04     -0.72073379E-05      0.57367430E-03      0.30225244E-03      0.49667264E-03     -0.62062749E-03     -0.82765362E-05     -0.10105737E-04      0.37903085E-05     -0.96524853E-05      0.22756980E-03      0.38878616E-04      0.17736099E-03     -0.22120399E-03
  1600.00      0.62882270E+01     -0.92508778E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.34381880E+00     -0.33685228E+00      0.00000000E+00      0.00000000E+00     -0.16405749E+01     -0.20290933E-01     -0.57911342E+00     -0.90169979E+00     -0.32871731E-01     -0.34341961E-01      0.49527503E+00     -0.53810701E+00      0.10460219E+00      0.94325223E-01      0.23207441E+00     -0.46087288E+00     -0.56591338E-02     -0.87128465E-02     -0.47854715E-01     -0.26224868E-01     -0.27884290E-01     -0.89073913E-02     -0.52025298E-01     -0.40738170E-01     -0.24392457E-03     -0.22752721E-02     -0.48931479E-02     -0.13308777E-02     -0.19426171E-03      0.36378361E-02     -0.25069049E-02     -0.35018570E-02     -0.13438183E-03     -0.50966326E-03      0.80742456E-04      0.68205782E-04      0.52407456E-03      0.12384932E-02      0.90264301E-03     -0.15230265E-02     -0.41664551E-04     -0.90905267E-04      0.12567235E-04     -0.78436612E-05      0.62274314E-03      0.34455864E-03      0.54367227E-03     -0.68084624E-03     -0.96165906E-05     -0.12204139E-04      0.43694494E-05     -0.10706180E-04      0.25617837E-03      0.47615219E-04      0.20108529E-03     -0.24974813E-03
  1605.00      0.63451677E+01     -0.86182052E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.34122372E+00     -0.35038944E+00      0.00000000E+00      0.00000000E+00     -0.16602617E+01     -0.36581107E-01     -0.53050467E+00     -0.93092691E+00     -0.34693845E-01     -0.35491665E-01      0.48485024E+00     -0.52248362E+00      0.10591521E+00      0.10183530E+00      0.22992132E+00     -0.46292835E+00     -0.60667652E-02     -0.90838545E-02     -0.52134083E-01     -0.31487860E-01     -0.29342469E-01     -0.95983404E-02     -0.56112467E-01     -0.45329722E-01     -0.24537500E-03     -0.24337408E-02     -0.53401427E-02     -0.15072760E-02     -0.29369580E-03      0.38026719E-02     -0.28801239E-02     -0.37166665E-02     -0.14354238E-03     -0.56236827E-03      0.86085942E-04      0.69542691E-04      0.50170900E-03      0.13434784E-02      0.93025690E-03     -0.16184781E-02     -0.46271142E-04     -0.10387810E-03      0.13226316E-04     -0.85727417E-05      0.67162496E-03      0.38999083E-03      0.59132983E-03     -0.74253352E-03     -0.11080369E-04     -0.14603351E-04      0.49948459E-05     -0.11802636E-04      0.28629610E-03      0.57583136E-04      0.22634163E-03     -0.28001753E-03
  1610.00      0.62867716E+01     -0.79075131E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.33778181E+00     -0.36399777E+00      0.00000000E+00      0.00000000E+00     -0.16776890E+01     -0.53115857E-01     -0.47890971E+00     -0.95917963E+00     -0.36528737E-01     -0.36671099E-01      0.47305060E+00     -0.50881646E+00      0.10660769E+00      0.10963555E+00      0.22738139E+00     -0.46587445E+00     -0.64897906E-02     -0.94479733E-02     -0.56495839E-01     -0.37607330E-01     -0.30792055E-01     -0.10294537E-01     -0.60265062E-01     -0.50446384E-01     -0.24520520E-03     -0.25932461E-02     -0.58057134E-02     -0.16971737E-02     -0.39711385E-03      0.39588339E-02     -0.32786515E-02     -0.39372601E-02     -0.15251954E-03     -0.61742055E-03      0.91439996E-04      0.70084679E-04      0.47064362E-03      0.14498542E-02      0.95202199E-03     -0.17127343E-02     -0.51070963E-04     -0.11794745E-03      0.13794913E-04     -0.94127186E-05      0.71996786E-03      0.43852168E-03      0.63936323E-03     -0.80545779E-03     -0.12671623E-04     -0.17323712E-04      0.56642515E-05     -0.12939097E-04      0.31781333E-03      0.68856951E-04      0.25308219E-03     -0.31195477E-03
  1615.00      0.61037338E+01     -0.73729906E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.33342883E+00     -0.37766038E+00      0.00000000E+00      0.00000000E+00     -0.16930366E+01     -0.69695615E-01     -0.42352947E+00     -0.98646064E+00     -0.38369275E-01     -0.37885842E-01      0.46022075E+00     -0.49710094E+00      0.10659739E+00      0.11768632E+00      0.22464468E+00     -0.46968775E+00     -0.69285387E-02     -0.98056562E-02     -0.60855739E-01     -0.44701868E-01     -0.32232124E-01     -0.10993935E-01     -0.64431606E-01     -0.56156635E-01     -0.24340610E-03     -0.27533913E-02     -0.62895295E-02     -0.19008713E-02     -0.50339518E-03      0.41058142E-02     -0.37020868E-02     -0.41642744E-02     -0.16125791E-03     -0.67472337E-03      0.96800390E-04      0.69756427E-04      0.43067482E-03      0.15571520E-02      0.96757977E-03     -0.18055799E-02     -0.56047640E-04     -0.13313059E-03      0.14256992E-04     -0.10383074E-04      0.76742847E-03      0.49010130E-03      0.68749281E-03     -0.86939075E-03     -0.14392748E-04     -0.20384940E-04      0.63761617E-05     -0.14114683E-04      0.35060914E-03      0.81503041E-04      0.28124786E-03     -0.34549200E-03
  1620.00      0.59620555E+01     -0.68844397E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.32804586E+00     -0.39129901E+00      0.00000000E+00      0.00000000E+00     -0.17067160E+01     -0.86282794E-01     -0.36312363E+00     -0.10121839E+01     -0.40207453E-01     -0.39140449E-01      0.44666745E+00     -0.48731689E+00      0.10579736E+00      0.12592885E+00      0.22188216E+00     -0.47433333E+00     -0.73833731E-02     -0.10157509E-01     -0.65095575E-01     -0.52897104E-01     -0.33662301E-01     -0.11694667E-01     -0.68541369E-01     -0.62533196E-01     -0.23998524E-03     -0.29138080E-02     -0.67912918E-02     -0.21186998E-02     -0.61143095E-03      0.42432185E-02     -0.41500561E-02     -0.43983853E-02     -0.16969286E-03     -0.73419654E-03      0.10217732E-03      0.68471364E-04      0.38165776E-03      0.16649053E-02      0.97657659E-03     -0.18968110E-02     -0.61177054E-04     -0.14945343E-03      0.14591914E-04     -0.11498720E-04      0.81366037E-03      0.54467627E-03      0.73542190E-03     -0.93410043E-03     -0.16247620E-04     -0.23803083E-04      0.71217458E-05     -0.15317793E-04      0.38453844E-03      0.95601177E-04      0.31077418E-03     -0.38056685E-03
  1625.00      0.58095180E+01     -0.64093849E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.32162593E+00     -0.40481046E+00      0.00000000E+00      0.00000000E+00     -0.17187926E+01     -0.10296481E+00     -0.29730697E+00     -0.10353077E+01     -0.42034572E-01     -0.40437732E-01      0.43266550E+00     -0.47942610E+00      0.10412141E+00      0.13428012E+00      0.21924769E+00     -0.47976325E+00     -0.78546826E-02     -0.10504121E-01     -0.69053645E-01     -0.62319270E-01     -0.35082218E-01     -0.12395080E-01     -0.72498270E-01     -0.69649280E-01     -0.23497547E-03     -0.30741147E-02     -0.73105936E-02     -0.23510423E-02     -0.71992300E-03      0.43706018E-02     -0.46220172E-02     -0.46402828E-02     -0.17772398E-03     -0.79580403E-03      0.10761492E-03      0.66101542E-04      0.32358044E-03      0.17725564E-02      0.97863861E-03     -0.19861564E-02     -0.66402603E-04     -0.16697660E-03      0.14766413E-04     -0.12755968E-04      0.85828434E-03      0.60218771E-03      0.78278226E-03     -0.99931117E-03     -0.18252832E-04     -0.27576129E-04      0.78596078E-05     -0.16495349E-04      0.41937960E-03      0.11128705E-03      0.34160364E-03     -0.41715157E-03
  1630.00      0.56285086E+01     -0.59474550E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.31417895E+00     -0.41810066E+00      0.00000000E+00      0.00000000E+00     -0.17292815E+01     -0.11976126E+00     -0.22578347E+00     -0.10548635E+01     -0.43838740E-01     -0.41782381E-01      0.41846781E+00     -0.47339157E+00      0.10150760E+00      0.14261384E+00      0.21687600E+00     -0.48590968E+00     -0.83379126E-02     -0.10852814E-01     -0.72514961E-01     -0.73085683E-01     -0.36491748E-01     -0.13097692E-01     -0.76187324E-01     -0.77561695E-01     -0.22753383E-03     -0.32351507E-02     -0.78498751E-02     -0.25943850E-02     -0.83480472E-03      0.44927400E-02     -0.51206076E-02     -0.48908232E-02     -0.18741137E-03     -0.85662531E-03      0.11136053E-03      0.64986600E-04      0.25311849E-03      0.18840079E-02      0.97761951E-03     -0.20787962E-02     -0.73171654E-04     -0.18374293E-03      0.15579284E-04     -0.15272632E-04      0.90348534E-03      0.66169529E-03      0.83297857E-03     -0.10672051E-02     -0.19760957E-04     -0.32586869E-04      0.10121276E-04     -0.19726645E-04      0.45821964E-03      0.12545173E-03      0.37282791E-03     -0.45302339E-03
  1635.00      0.54089181E+01     -0.55048629E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.30567105E+00     -0.43114037E+00      0.00000000E+00      0.00000000E+00     -0.17383013E+01     -0.13661826E+00     -0.14845095E+00     -0.10697125E+01     -0.45617861E-01     -0.43164055E-01      0.40429026E+00     -0.46914205E+00      0.97847335E-01      0.15083317E+00      0.21490616E+00     -0.49274299E+00     -0.88459895E-02     -0.11187608E-01     -0.75204432E-01     -0.85285052E-01     -0.37891254E-01     -0.13791392E-01     -0.79417725E-01     -0.86351361E-01     -0.21999791E-03     -0.33934908E-02     -0.84013381E-02     -0.28591077E-02     -0.93632758E-03      0.45962398E-02     -0.56370504E-02     -0.51503707E-02     -0.19311298E-03     -0.92402105E-03      0.11809448E-03      0.58671651E-04      0.17897888E-03      0.19873180E-02      0.96242672E-03     -0.21606058E-02     -0.77567667E-04     -0.20497524E-03      0.14854880E-04     -0.16166798E-04      0.94234751E-03      0.72535409E-03      0.87597225E-03     -0.11312362E-02     -0.22489298E-04     -0.36559770E-04      0.98303717E-05     -0.19490531E-04      0.49231331E-03      0.14653166E-03      0.40654017E-03     -0.49376499E-03
  1640.00      0.51450546E+01     -0.50915813E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.29612948E+00     -0.44382434E+00      0.00000000E+00      0.00000000E+00     -0.17458232E+01     -0.15354778E+00     -0.65172322E-01     -0.10786323E+01     -0.47357322E-01     -0.44587918E-01      0.39035540E+00     -0.46662984E+00      0.93146509E-01      0.15873541E+00      0.21344190E+00     -0.50015938E+00     -0.93674209E-02     -0.11525193E-01     -0.76777417E-01     -0.98960693E-01     -0.39280610E-01     -0.14484821E-01     -0.82016015E-01     -0.96017010E-01     -0.21029779E-03     -0.35516812E-02     -0.89713510E-02     -0.31362938E-02     -0.10403746E-02      0.46930830E-02     -0.61783184E-02     -0.54199969E-02     -0.19989016E-03     -0.99106586E-03      0.12356139E-03      0.52929937E-04      0.93278897E-04      0.20925728E-02      0.94282977E-03     -0.22443473E-02     -0.83124629E-04     -0.22591236E-03      0.14547996E-04     -0.18110424E-04      0.98063325E-03      0.79099220E-03      0.92042008E-03     -0.11970093E-02     -0.24870031E-04     -0.41601785E-04      0.10699557E-04     -0.20823281E-04      0.52933764E-03      0.16691231E-03      0.44065215E-03     -0.53411101E-03
  1645.00      0.48362757E+01     -0.47206672E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.28554444E+00     -0.45610119E+00      0.00000000E+00      0.00000000E+00     -0.17519099E+01     -0.17051264E+00      0.23893209E-01     -0.10801564E+01     -0.49052260E-01     -0.46046216E-01      0.37685786E+00     -0.46578221E+00      0.87392669E-01      0.16614779E+00      0.21259138E+00     -0.50808966E+00     -0.99056549E-02     -0.11862361E-01     -0.76825625E-01     -0.11407343E+00     -0.40660225E-01     -0.15174978E-01     -0.83736908E-01     -0.10654483E+00     -0.19909799E-03     -0.37086104E-02     -0.95575157E-02     -0.34289174E-02     -0.11409311E-02      0.47797451E-02     -0.67416548E-02     -0.57003615E-02     -0.20621753E-03     -0.10596331E-02      0.12901930E-03      0.45998493E-04     -0.15669734E-05      0.21963022E-02      0.91580138E-03     -0.23262545E-02     -0.88778051E-04     -0.24794768E-03      0.14075429E-04     -0.20359660E-04      0.10163264E-02      0.85907846E-03      0.96345672E-03     -0.12626426E-02     -0.27355572E-04     -0.47121761E-04      0.11637855E-04     -0.22252542E-04      0.56683277E-03      0.18886272E-03      0.47563317E-03     -0.57547111E-03
  1650.00      0.44877877E+01     -0.44062697E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.27431364E+00     -0.46788348E+00      0.00000000E+00      0.00000000E+00     -0.17566730E+01     -0.18753063E+00      0.11801822E+00     -0.10722789E+01     -0.50698544E-01     -0.47531979E-01      0.36397468E+00     -0.46653200E+00      0.80633124E-01      0.17287728E+00      0.21244433E+00     -0.51645172E+00     -0.10460738E-01     -0.12200463E-01     -0.74890367E-01     -0.13046741E+00     -0.42030398E-01     -0.15861921E-01     -0.84313797E-01     -0.11784667E+00     -0.18646040E-03     -0.38640068E-02     -0.10159344E-01     -0.37373709E-02     -0.12368112E-02      0.48561923E-02     -0.73264090E-02     -0.59922333E-02     -0.21202284E-03     -0.11296533E-02      0.13450763E-03      0.37791318E-04     -0.10537018E-03      0.22980557E-02      0.88118429E-03     -0.24062496E-02     -0.94485775E-04     -0.27110131E-03      0.13406983E-04     -0.22917405E-04      0.10491409E-02      0.92949858E-03      0.10047881E-02     -0.13279409E-02     -0.29957119E-04     -0.53115523E-04      0.12617577E-04     -0.23747475E-04      0.60458302E-03      0.21245802E-03      0.51139712E-03     -0.61778767E-03
  1655.00      0.41109622E+01     -0.41609795E+01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.26156033E+00     -0.47917344E+00      0.00000000E+00      0.00000000E+00     -0.17599926E+01     -0.20448248E+00      0.21703097E+00     -0.10539962E+01     -0.52294864E-01     -0.49037380E-01      0.35190877E+00     -0.46874383E+00      0.72956386E-01      0.17874344E+00      0.21309379E+00     -0.52513252E+00     -0.11032575E-01     -0.12541047E-01     -0.70497215E-01     -0.14783152E+00     -0.43391465E-01     -0.16546081E-01     -0.83470885E-01     -0.12974547E+00     -0.17244268E-03     -0.40176238E-02     -0.10776385E-01     -0.40618434E-02     -0.13269536E-02      0.49225185E-02     -0.79319769E-02     -0.62963261E-02     -0.21727003E-03     -0.12010170E-02      0.14004372E-03      0.28251629E-04     -0.21794525E-03      0.23974465E-02      0.83891257E-03     -0.24843434E-02     -0.10021981E-03     -0.29537280E-03      0.12531203E-04     -0.25808567E-04      0.10788548E-02      0.10021063E-02      0.10441700E-02     -0.13927342E-02     -0.32669516E-04     -0.59598414E-04      0.13630701E-04     -0.25303157E-04      0.64240824E-03      0.23772543E-03      0.54782650E-03     -0.66096171E-03
